Time[ms],BATT[V],5V[V],RADIO[V],PT1[psi],PT2[psi],PT3[psi],PT4[psi],PT5[psi],PT6[psi],LC[lbf],C1,C2,FILL,VENT,MOV,ARM,PY1,PY2
111696,8.11,5.15,3.32,605.31,7.21,2.52,188.85,0.00,0.00,0.30,0,0,1,0,0,1,0,0
111775,8.09,5.14,3.31,605.31,9.75,2.52,201.47,0.00,0.00,0.47,0,0,1,0,0,1,0,0
111864,8.09,5.12,3.30,602.77,7.21,0.06,216.62,0.00,0.00,-0.70,0,0,1,0,0,1,0,0
111953,8.13,5.15,3.32,602.77,9.75,2.52,231.77,0.00,0.00,-2.61,0,0,1,0,0,1,0,0
112042,8.15,5.12,3.31,600.23,7.21,0.06,236.82,0.00,0.00,-4.18,0,0,1,0,0,1,0,0
112131,8.11,5.13,3.31,600.23,7.21,0.06,257.02,0.00,0.00,-5.78,0,0,1,0,0,1,0,0
112220,8.13,5.15,3.31,600.23,7.21,0.06,264.59,0.00,0.00,-6.57,0,0,1,0,0,1,0,0
112309,8.09,5.13,3.31,600.23,9.75,2.52,279.74,0.00,0.00,-7.15,0,0,1,0,0,1,0,0
112398,8.13,5.13,3.31,600.23,9.75,0.06,297.41,0.00,0.00,-8.35,0,0,1,0,0,1,0,0
112486,8.11,5.12,3.31,597.69,7.21,0.06,292.36,0.00,0.00,-9.75,0,0,1,0,0,1,0,0
112575,8.13,5.14,3.32,600.23,9.75,2.52,310.03,0.00,0.00,-11.12,0,0,1,0,0,1,0,0
112664,8.13,5.15,3.32,597.69,7.21,0.06,312.56,0.00,0.00,-11.81,0,0,1,0,0,1,0,0
112753,8.13,5.12,3.31,597.69,7.21,0.06,325.18,0.00,0.00,-12.29,0,0,1,0,0,1,0,0
112842,8.15,5.13,3.32,597.69,7.21,2.52,332.76,0.00,0.00,-12.87,0,0,1,0,0,1,0,0
112931,8.13,5.15,3.32,597.69,12.29,2.52,347.90,0.00,0.00,-13.58,0,0,1,0,0,1,0,0
113020,8.16,5.12,3.30,595.16,9.75,0.06,345.38,0.00,0.00,-14.31,0,0,1,0,0,1,0,0
113109,8.13,5.15,3.32,597.69,9.75,2.52,363.05,0.00,0.00,-14.64,0,0,1,0,0,1,0,0
113198,8.11,5.13,3.30,595.16,4.67,-2.40,358.00,0.00,0.00,-14.76,0,0,1,0,0,1,0,0
113287,8.11,5.14,3.32,595.16,9.75,2.52,373.15,0.00,0.00,-15.13,0,0,1,0,0,1,0,0
113376,8.15,5.13,3.30,592.62,7.21,0.06,373.15,0.00,0.00,-15.79,0,0,1,0,0,1,0,0
113465,8.09,5.14,3.31,595.16,7.21,2.52,383.25,0.00,0.00,-16.32,0,0,1,0,0,1,0,0
113554,8.09,5.12,3.31,595.16,7.21,0.06,388.30,0.00,0.00,-16.51,0,0,1,0,0,1,0,0
113643,8.13,5.13,3.32,595.16,7.21,0.06,395.87,0.00,0.00,-16.41,0,0,1,0,0,1,0,0
113732,8.11,5.14,3.31,597.69,9.75,2.52,400.92,0.00,0.00,-16.34,0,0,1,0,0,1,0,0
113821,8.11,5.13,3.31,595.16,9.75,2.52,405.97,0.00,0.00,-16.28,0,0,1,0,0,1,0,0
113910,8.09,5.12,3.31,595.16,7.21,0.06,400.92,0.00,0.00,-15.95,0,0,1,0,0,1,0,0
113999,8.11,5.12,3.31,595.16,7.21,2.52,416.07,0.00,0.00,-15.57,0,0,1,0,0,1,0,0
114088,8.11,5.14,3.31,595.16,7.21,2.52,413.54,0.00,0.00,-15.31,0,0,1,0,0,1,0,0
114098,8.13,5.15,3.31,595.16,9.75,2.52,413.54,0.00,0.00,-15.31,0,0,1,0,0,1,0,0
114177,8.13,5.13,3.30,595.16,7.21,-2.40,413.54,0.00,0.00,-15.12,0,0,1,0,0,1,0,0
114266,8.11,5.12,3.31,595.16,7.21,2.52,418.59,0.00,0.00,-15.02,0,0,1,0,0,1,0,0
114355,8.09,5.12,3.30,595.16,7.21,2.52,416.07,0.00,0.00,-14.92,0,0,1,0,0,1,0,0
114444,8.13,5.15,3.31,595.16,7.21,2.52,426.17,0.00,0.00,-14.87,0,0,1,0,0,1,0,0
114533,8.15,5.13,3.29,597.69,9.75,0.06,426.17,0.00,0.00,-14.80,0,0,1,0,0,1,0,0
114622,8.13,5.13,3.31,592.62,7.21,0.06,428.69,0.00,0.00,-14.68,0,0,1,0,0,1,0,0
114711,8.13,5.12,3.32,592.62,9.75,2.52,433.74,0.00,0.00,-14.56,0,0,1,0,0,1,0,0
114800,8.13,5.15,3.32,595.16,9.75,2.52,433.74,0.00,0.00,-14.42,0,0,1,0,0,1,0,0
114889,8.13,5.15,3.32,595.16,7.21,0.06,431.22,0.00,0.00,-14.22,0,0,1,0,0,1,0,0
114978,8.15,5.13,3.31,595.16,9.75,2.52,436.27,0.00,0.00,-14.02,0,0,1,0,0,1,0,0
115066,8.13,5.13,3.31,595.16,9.75,2.52,438.79,0.00,0.00,-13.80,0,0,1,0,0,1,0,0
115155,8.11,5.13,3.32,595.16,7.21,0.06,436.27,0.00,0.00,-13.57,0,0,1,0,0,1,0,0
115244,8.13,5.15,3.32,595.16,9.75,2.52,441.32,0.00,0.00,-13.33,0,0,1,0,0,1,0,0
115333,8.11,5.13,3.33,592.62,7.21,0.06,433.74,0.00,0.00,-13.04,0,0,1,0,0,1,0,0
115422,8.15,5.13,3.31,595.16,7.21,0.06,438.79,0.00,0.00,-12.73,0,0,1,0,0,1,0,0
115511,8.11,5.12,3.29,592.62,9.75,2.52,451.41,0.00,0.00,-12.44,0,0,1,0,0,1,0,0
115600,8.11,5.13,3.31,595.16,9.75,2.52,443.84,0.00,0.00,-12.12,0,0,1,0,0,1,0,0
115689,8.13,5.15,3.31,597.69,9.75,2.52,448.89,0.00,0.00,-11.84,0,0,1,0,0,1,0,0
115778,8.15,5.13,3.32,595.16,9.75,0.06,448.89,0.00,0.00,-11.56,0,0,1,0,0,1,0,0
115867,8.15,5.13,3.31,592.62,7.21,-2.40,453.94,0.00,0.00,-11.24,0,0,1,0,0,1,0,0
115956,8.13,5.15,3.32,595.16,9.75,2.52,451.41,0.00,0.00,-10.94,0,0,1,0,0,1,0,0
116045,8.13,5.15,3.32,595.16,9.75,2.52,451.41,0.00,0.00,-10.63,0,0,1,0,0,1,0,0
116134,8.11,5.13,3.31,595.16,9.75,2.52,453.94,0.00,0.00,-10.34,0,0,1,0,0,1,0,0
116223,8.13,5.14,3.32,595.16,9.75,0.06,456.46,0.00,0.00,-10.04,0,0,1,0,0,1,0,0
116312,8.15,5.14,3.31,595.16,9.75,2.52,453.94,0.00,0.00,-9.73,0,0,1,0,0,1,0,0
116401,8.11,5.13,3.31,595.16,7.21,2.52,451.41,0.00,0.00,-9.46,0,0,1,0,0,1,0,0
116490,8.11,5.12,3.32,592.62,7.21,0.06,448.89,0.00,0.00,-9.15,0,0,1,0,0,1,0,0
116579,8.13,5.13,3.31,595.16,7.21,2.52,456.46,0.00,0.00,-8.89,0,0,1,0,0,1,0,0
116668,8.13,5.13,3.31,592.62,7.21,0.06,448.89,0.00,0.00,-8.61,0,0,1,0,0,1,0,0
116757,8.13,5.14,3.32,595.16,7.21,0.06,461.51,0.00,0.00,-8.33,0,0,1,0,0,1,0,0
116846,8.13,5.12,3.30,592.62,7.21,2.52,461.51,0.00,0.00,-8.07,0,0,1,0,0,1,0,0
116935,8.11,5.13,3.32,595.16,7.21,0.06,456.46,0.00,0.00,-7.81,0,0,1,0,0,1,0,0
117024,8.13,5.13,3.31,592.62,9.75,0.06,466.56,0.00,0.00,-7.57,0,0,1,0,0,1,0,0
117113,8.11,5.13,3.31,595.16,7.21,0.06,453.94,0.00,0.00,-7.32,0,0,1,0,0,1,0,0
117202,8.13,5.14,3.31,595.16,9.75,2.52,464.04,0.00,0.00,-7.07,0,0,1,0,0,1,0,0
117291,8.11,5.13,3.31,592.62,7.21,0.06,461.51,0.00,0.00,-6.87,0,0,1,0,0,1,0,0
117380,8.13,5.14,3.32,595.16,9.75,2.52,464.04,0.00,0.00,-6.60,0,0,1,0,0,1,0,0
117468,8.13,5.15,3.32,595.16,9.75,2.52,464.04,0.00,0.00,-6.34,0,0,1,0,0,1,0,0
117557,8.09,5.13,3.31,592.62,9.75,0.06,464.04,0.00,0.00,-6.12,0,0,1,0,0,1,0,0
117646,8.09,5.12,3.32,592.62,7.21,0.06,461.51,0.00,0.00,-5.90,0,0,1,0,0,1,0,0
117735,8.15,5.13,3.31,592.62,7.21,0.06,461.51,0.00,0.00,-5.73,0,0,1,0,0,1,0,0
117824,8.11,5.13,3.30,595.16,7.21,0.06,461.51,0.00,0.00,-5.53,0,0,1,0,0,1,0,0
117913,8.13,5.13,3.31,595.16,9.75,2.52,471.61,0.00,0.00,-5.33,0,0,1,0,0,1,0,0
118002,8.15,5.13,3.30,595.16,7.21,0.06,474.14,0.00,0.00,-5.12,0,0,1,0,0,1,0,0
118091,8.11,5.12,3.31,592.62,9.75,0.06,466.56,0.00,0.00,-4.95,0,0,1,0,0,1,0,0
118180,8.11,5.15,3.30,592.62,7.21,4.99,471.61,0.00,0.00,-4.74,0,0,1,0,0,1,0,0
118269,8.13,5.15,3.32,592.62,9.75,2.52,471.61,0.00,0.00,-4.56,0,0,1,0,0,1,0,0
118358,8.15,5.14,3.32,595.16,7.21,2.52,476.66,0.00,0.00,-4.36,0,0,1,0,0,1,0,0
118447,8.11,5.13,3.31,595.16,7.21,0.06,466.56,0.00,0.00,-4.20,0,0,1,0,0,1,0,0
118536,8.15,5.16,3.32,595.16,9.75,2.52,474.14,0.00,0.00,-4.05,0,0,1,0,0,1,0,0
118625,8.15,5.15,3.32,592.62,7.21,2.52,474.14,0.00,0.00,-3.85,0,0,1,0,0,1,0,0
118736,8.13,5.16,3.32,595.16,9.75,2.52,474.14,0.00,0.00,-3.69,0,0,1,0,0,1,0,0
118803,8.15,5.13,3.31,592.62,7.21,0.06,476.66,0.00,0.00,-3.52,0,0,1,0,0,1,0,0
118835,8.13,5.15,3.32,592.62,9.75,2.52,474.14,0.00,0.00,-3.52,0,0,1,0,0,1,0,0
118915,8.15,5.14,3.32,592.62,7.21,0.06,476.66,0.00,0.00,-3.36,0,0,1,0,0,1,0,0
118981,8.13,5.14,3.30,595.16,7.21,0.06,484.24,0.00,0.00,-3.21,0,0,1,0,0,1,0,0
119070,8.11,5.15,3.32,592.62,7.21,0.06,474.14,0.00,0.00,-3.02,0,0,1,0,0,1,0,0
119181,8.13,5.14,3.30,592.62,7.21,0.06,469.09,0.00,0.00,-2.88,0,0,1,0,0,1,0,0
119271,8.11,5.15,3.32,592.62,9.75,2.52,476.66,0.00,0.00,-2.76,0,0,1,0,0,1,0,0
119337,8.13,5.16,3.30,597.69,9.75,2.52,481.71,0.00,0.00,-2.63,0,0,1,0,0,1,0,0
119453,8.13,5.15,3.31,592.62,9.75,2.52,479.19,0.00,0.00,-2.52,0,0,1,0,0,1,0,0
119538,8.15,5.14,3.31,592.62,7.21,2.52,486.76,0.00,0.00,-2.37,0,0,1,0,0,1,0,0
119604,8.13,5.14,3.31,592.62,7.21,2.52,481.71,0.00,0.00,-2.25,0,0,1,0,0,1,0,0
119715,8.13,5.15,3.32,592.62,7.21,0.06,484.24,0.00,0.00,-2.14,0,0,1,0,0,1,0,0
119805,8.13,5.15,3.32,592.62,9.75,2.52,474.14,0.00,0.00,-2.02,0,0,1,0,0,1,0,0
119871,8.09,5.14,3.31,592.62,7.21,0.06,479.19,0.00,0.00,-1.93,0,0,1,0,0,1,0,0
119981,8.11,5.14,3.32,592.62,7.21,2.52,476.66,0.00,0.00,-1.85,0,0,1,0,0,1,0,0
120072,8.13,5.15,3.32,592.62,9.75,2.52,481.71,0.00,0.00,-1.73,0,0,1,0,0,1,0,0
120137,8.15,5.14,3.30,595.16,9.75,0.06,486.76,0.00,0.00,-1.60,0,0,1,0,0,1,0,0
120248,8.13,5.15,3.32,590.08,7.21,0.06,479.19,0.00,0.00,-1.54,0,0,1,0,0,1,0,0
120339,8.16,5.13,3.30,590.08,7.21,0.06,481.71,0.00,0.00,-1.46,0,0,1,0,0,1,0,0
120404,8.13,5.17,3.32,592.62,9.75,2.52,484.24,0.00,0.00,-1.39,0,0,1,0,0,1,0,0
120493,8.13,5.15,3.31,595.16,4.67,0.06,479.19,0.00,0.00,-1.31,0,0,1,0,0,1,0,0
120582,8.13,5.16,3.32,592.62,9.75,2.52,486.76,0.00,0.00,-1.24,0,0,1,0,0,1,0,0
120671,8.09,5.13,3.32,590.08,7.21,-2.40,484.24,0.00,0.00,-1.15,0,0,1,0,0,1,0,0
120760,8.15,5.14,3.31,590.08,7.21,2.52,489.28,0.00,0.00,-1.10,0,0,1,0,0,1,0,0
120793,8.15,5.15,3.31,592.62,7.21,2.52,489.28,0.00,0.00,-1.10,0,0,1,0,0,1,0,0
120873,8.11,5.14,3.31,590.08,7.21,0.06,486.76,0.00,0.00,-1.03,0,0,1,0,0,1,0,0
120938,8.13,5.15,3.32,590.08,9.75,4.99,489.28,0.00,0.00,-0.95,0,0,1,0,0,1,0,0
121049,8.15,5.14,3.32,592.62,7.21,0.06,484.24,0.00,0.00,-0.91,0,0,1,0,0,1,0,0
121140,8.09,5.14,3.32,590.08,7.21,2.52,486.76,0.00,0.00,-0.87,0,0,1,0,0,1,0,0
121205,8.13,5.14,3.31,590.08,9.75,2.52,481.71,0.00,0.00,-0.80,0,0,1,0,0,1,0,0
121294,8.13,5.14,3.30,587.55,7.21,2.52,486.76,0.00,0.00,-0.77,0,0,1,0,0,1,0,0
121383,8.11,5.14,3.31,590.08,7.21,0.06,494.33,0.00,0.00,-0.71,0,0,1,0,0,1,0,0
121472,8.11,5.13,3.30,587.55,9.75,0.06,491.81,0.00,0.00,-0.67,0,0,1,0,0,1,0,0
121561,8.13,5.16,3.32,590.08,7.21,2.52,491.81,0.00,0.00,-0.63,0,0,1,0,0,1,0,0
121672,8.13,5.15,3.30,592.62,9.75,0.06,489.28,0.00,0.00,-0.56,0,0,1,0,0,1,0,0
121762,8.11,5.14,3.31,590.08,9.75,2.52,491.81,0.00,0.00,-0.53,0,0,1,0,0,1,0,0
121828,8.13,5.14,3.31,587.55,9.75,0.06,494.33,0.00,0.00,-0.50,0,0,1,0,0,1,0,0
121939,8.13,5.16,3.32,590.08,9.75,2.52,491.81,0.00,0.00,-0.43,0,0,1,0,0,1,0,0
122006,8.11,5.14,3.31,587.55,7.21,2.52,494.33,0.00,0.00,-0.37,0,0,1,0,0,1,0,0
122095,8.15,5.15,3.32,587.55,9.75,2.52,496.86,0.00,0.00,-0.34,0,0,1,0,0,1,0,0
122184,8.15,5.14,3.31,587.55,7.21,0.06,496.86,0.00,0.00,-0.33,0,0,1,0,0,1,0,0
122273,8.13,5.14,3.32,587.55,9.75,2.52,494.33,0.00,0.00,-0.34,0,0,1,0,0,1,0,0
122362,8.13,5.15,3.32,587.55,7.21,-2.40,496.86,0.00,0.00,-0.29,0,0,1,0,0,1,0,0
122451,8.09,5.14,3.33,587.55,7.21,0.06,494.33,0.00,0.00,-0.23,0,0,1,0,0,1,0,0
122540,8.11,5.14,3.31,585.01,4.67,0.06,486.76,0.00,0.00,-0.22,0,0,1,0,0,1,0,0
122629,8.09,5.14,3.30,587.55,4.67,0.06,489.28,0.00,0.00,-0.15,0,0,1,0,0,1,0,0
122718,8.11,5.14,3.31,587.55,4.67,0.06,491.81,0.00,0.00,-0.18,0,0,1,0,0,1,0,0
122806,8.15,5.15,3.30,587.55,9.75,2.52,496.86,0.00,0.00,-0.13,0,0,1,0,0,1,0,0
122895,8.13,5.14,3.31,585.01,7.21,2.52,501.91,0.00,0.00,-0.06,0,0,1,0,0,1,0,0
122984,8.13,5.15,3.32,587.55,9.75,2.52,496.86,0.00,0.00,-0.07,0,0,1,0,0,1,0,0
123073,8.13,5.15,3.32,587.55,7.21,2.52,501.91,0.00,0.00,-0.04,0,0,1,0,0,1,0,0
123162,8.15,5.14,3.32,587.55,9.75,0.06,501.91,0.00,0.00,-0.02,0,0,1,0,0,1,0,0
123251,8.13,5.15,3.32,585.01,7.21,0.06,491.81,0.00,0.00,0.02,0,0,1,0,0,1,0,0
123340,8.11,5.13,3.31,585.01,7.21,0.06,499.38,0.00,0.00,0.06,0,0,1,0,0,1,0,0
123429,8.13,5.16,3.31,590.08,9.75,2.52,501.91,0.00,0.00,0.05,0,0,1,0,0,1,0,0
123518,8.13,5.15,3.31,585.01,9.75,0.06,499.38,0.00,0.00,0.07,0,0,1,0,0,1,0,0
123607,8.15,5.14,3.32,585.01,7.21,0.06,496.86,0.00,0.00,0.11,0,0,1,0,0,1,0,0
123696,8.13,5.14,3.31,582.47,9.75,0.06,496.86,0.00,0.00,0.14,0,0,1,0,0,1,0,0
123785,8.16,5.14,3.30,585.01,9.75,-2.40,499.38,0.00,0.00,0.12,0,0,1,0,0,1,0,0
123874,8.13,5.15,3.31,585.01,7.21,-2.40,496.86,0.00,0.00,0.15,0,0,1,0,0,1,0,0
123963,8.13,5.13,3.30,579.94,9.75,0.06,496.86,0.00,0.00,0.15,0,0,1,0,0,1,0,0
124052,8.15,5.14,3.32,585.01,9.75,2.52,506.96,0.00,0.00,0.18,0,0,1,0,0,1,0,0
124141,8.13,5.15,3.32,585.01,9.75,0.06,491.81,0.00,0.00,0.19,0,0,1,0,0,1,0,0
124230,8.15,5.15,3.31,585.01,9.75,2.52,504.43,0.00,0.00,0.17,0,0,1,0,0,1,0,0
124319,8.13,5.16,3.32,585.01,7.21,2.52,504.43,0.00,0.00,0.19,0,0,1,0,0,1,0,0
124408,8.15,5.14,3.31,585.01,9.75,0.06,504.43,0.00,0.00,0.19,0,0,1,0,0,1,0,0
124497,8.13,5.15,3.32,585.01,7.21,0.06,499.38,0.00,0.00,0.22,0,0,1,0,0,1,0,0
124586,8.13,5.16,3.32,585.01,9.75,2.52,501.91,0.00,0.00,0.23,0,0,1,0,0,1,0,0
124675,8.13,5.16,3.32,585.01,9.75,2.52,504.43,0.00,0.00,0.23,0,0,1,0,0,1,0,0
124764,8.15,5.14,3.32,582.47,9.75,2.52,509.48,0.00,0.00,0.22,0,0,1,0,0,1,0,0
124853,8.16,5.14,3.31,582.47,7.21,0.06,501.91,0.00,0.00,0.25,0,0,1,0,0,1,0,0
124942,8.11,5.13,3.30,579.94,7.21,-2.40,501.91,0.00,0.00,0.23,0,0,1,0,0,1,0,0
125031,8.13,5.15,3.32,582.47,7.21,-2.40,504.43,0.00,0.00,0.25,0,0,1,0,0,1,0,0
125120,8.11,5.14,3.30,582.47,7.21,2.52,506.96,0.00,0.00,0.27,0,0,1,0,0,1,0,0
125209,8.11,5.14,3.31,579.94,7.21,-2.40,501.91,0.00,0.00,0.25,0,0,1,0,0,1,0,0
125321,8.13,5.16,3.30,579.94,9.75,2.52,506.96,0.00,0.00,0.26,0,0,1,0,0,1,0,0
125386,8.13,5.15,3.32,582.47,7.21,2.52,501.91,0.00,0.00,0.24,0,0,1,0,0,1,0,0
125475,8.11,5.15,3.31,582.47,9.75,2.52,509.48,0.00,0.00,0.27,0,0,1,0,0,1,0,0
125564,8.15,5.14,3.31,582.47,9.75,2.52,509.48,0.00,0.00,0.27,0,0,1,0,0,1,0,0
125653,8.13,5.16,3.31,582.47,7.21,2.52,506.96,0.00,0.00,0.28,0,0,1,0,0,1,0,0
125742,8.15,5.15,3.31,582.47,9.75,0.06,509.48,0.00,0.00,0.31,0,0,1,0,0,1,0,0
125831,8.13,5.13,3.31,579.94,9.75,2.52,509.48,0.00,0.00,0.30,0,0,1,0,0,1,0,0
125920,8.13,5.17,3.32,582.47,9.75,0.06,506.96,0.00,0.00,0.29,0,0,1,0,0,1,0,0
126009,8.15,5.14,3.31,582.47,9.75,2.52,514.53,0.00,0.00,0.31,0,0,1,0,0,1,0,0
126098,8.11,5.15,3.32,579.94,7.21,0.06,501.91,0.00,0.00,0.31,0,0,1,0,0,1,0,0
126187,8.13,5.16,3.31,582.47,7.21,2.52,509.48,0.00,0.00,0.32,0,0,1,0,0,1,0,0
126276,8.16,5.14,3.31,579.94,7.21,0.06,509.48,0.00,0.00,0.31,0,0,1,0,0,1,0,0
126365,8.13,5.15,3.32,579.94,7.21,0.06,509.48,0.00,0.00,0.29,0,0,1,0,0,1,0,0
126454,8.11,5.15,3.31,582.47,7.21,0.06,506.96,0.00,0.00,0.32,0,0,1,0,0,1,0,0
126543,8.11,5.14,3.31,579.94,7.21,0.06,506.96,0.00,0.00,0.32,0,0,1,0,0,1,0,0
126632,8.11,5.14,3.31,582.47,9.75,2.52,512.01,0.00,0.00,0.31,0,0,1,0,0,1,0,0
126721,8.11,5.15,3.33,582.47,9.75,0.06,501.91,0.00,0.00,0.34,0,0,1,0,0,1,0,0
126731,8.15,5.15,3.32,582.47,7.21,0.06,512.01,0.00,0.00,0.34,0,0,1,0,0,1,0,0
126810,8.13,5.15,3.32,579.94,9.75,0.06,509.48,0.00,0.00,0.30,0,0,1,0,0,1,0,0
126899,8.16,5.15,3.31,579.94,9.75,2.52,501.91,0.00,0.00,0.29,0,0,1,0,0,1,0,0
126988,8.11,5.13,3.31,579.94,4.67,0.06,512.01,0.00,0.00,0.31,0,0,1,0,0,1,0,0
127077,8.13,5.16,3.32,579.94,7.21,2.52,512.01,0.00,0.00,0.28,0,0,1,0,0,1,0,0
127166,8.13,5.17,3.32,579.94,7.21,2.52,509.48,0.00,0.00,0.31,0,0,1,0,0,1,0,0
127255,8.11,5.14,3.31,579.94,7.21,0.06,509.48,0.00,0.00,0.29,0,0,1,0,0,1,0,0
127344,8.13,5.15,3.32,579.94,9.75,0.06,509.48,0.00,0.00,0.28,0,0,1,0,0,1,0,0
127433,8.13,5.16,3.32,579.94,7.21,0.06,512.01,0.00,0.00,0.31,0,0,1,0,0,1,0,0
127522,8.15,5.14,3.31,577.40,7.21,0.06,499.38,0.00,0.00,0.30,0,0,1,0,0,1,0,0
127611,8.13,5.15,3.31,579.94,9.75,2.52,509.48,0.00,0.00,0.30,0,0,1,0,0,1,0,0
127700,8.13,5.14,3.31,577.40,4.67,-2.40,504.43,0.00,0.00,0.31,0,0,1,0,0,1,0,0
127789,8.13,5.17,3.32,579.94,9.75,2.52,509.48,0.00,0.00,0.28,0,0,1,0,0,1,0,0
127878,8.13,5.15,3.31,579.94,7.21,2.52,509.48,0.00,0.00,0.28,0,0,1,0,0,1,0,0
127966,8.15,5.14,3.31,579.94,9.75,2.52,512.01,0.00,0.00,0.26,0,0,1,0,0,1,0,0
128055,8.15,5.14,3.31,579.94,7.21,0.06,506.96,0.00,0.00,0.26,0,0,1,0,0,1,0,0
128144,8.13,5.16,3.32,579.94,7.21,2.52,512.01,0.00,0.00,0.30,0,0,1,0,0,1,0,0
128233,8.13,5.16,3.31,577.40,7.21,2.52,509.48,0.00,0.00,0.27,0,0,1,0,0,1,0,0
128322,8.15,5.15,3.31,577.40,7.21,0.06,504.43,0.00,0.00,0.29,0,0,1,0,0,1,0,0
128411,8.15,5.13,3.31,579.94,7.21,0.06,514.53,0.00,0.00,0.29,0,0,1,0,0,1,0,0
128500,8.13,5.16,3.31,579.94,9.75,2.52,512.01,0.00,0.00,0.25,0,0,1,0,0,1,0,0
128589,8.11,5.15,3.32,579.94,7.21,-2.40,506.96,0.00,0.00,0.28,0,0,1,0,0,1,0,0
128678,8.11,5.14,3.31,577.40,7.21,0.06,512.01,0.00,0.00,0.26,0,0,1,0,0,1,0,0
128767,8.13,5.15,3.32,577.40,9.75,2.52,512.01,0.00,0.00,0.27,0,0,1,0,0,1,0,0
128856,8.15,5.16,3.32,577.40,9.75,2.52,509.48,0.00,0.00,0.29,0,0,1,0,0,1,0,0
128945,8.16,5.15,3.31,577.40,7.21,-2.40,506.96,0.00,0.00,0.24,0,0,1,0,0,1,0,0
129034,8.16,5.15,3.31,579.94,9.75,0.06,512.01,0.00,0.00,0.24,0,0,1,0,0,1,0,0
129123,8.13,5.14,3.31,577.40,7.21,0.06,506.96,0.00,0.00,0.26,0,0,1,0,0,1,0,0
129212,8.13,5.16,3.32,577.40,9.75,2.52,512.01,0.00,0.00,0.23,0,0,1,0,0,1,0,0
129301,8.13,5.16,3.32,577.40,9.75,2.52,517.06,0.00,0.00,0.23,0,0,1,0,0,1,0,0
129390,8.11,5.14,3.31,577.40,7.21,0.06,512.01,0.00,0.00,0.23,0,0,1,0,0,1,0,0
129479,8.15,5.14,3.31,577.40,9.75,0.06,517.06,0.00,0.00,0.23,0,0,1,0,0,1,0,0
129568,8.15,5.14,3.31,574.86,9.75,0.06,509.48,0.00,0.00,0.23,0,0,1,0,0,1,0,0
129657,8.13,5.16,3.31,574.86,9.75,2.52,514.53,0.00,0.00,0.23,0,0,1,0,0,1,0,0
129746,8.13,5.15,3.32,577.40,7.21,2.52,512.01,0.00,0.00,0.22,0,0,1,0,0,1,0,0
129835,8.15,5.14,3.31,574.86,9.75,0.06,514.53,0.00,0.00,0.22,0,0,1,0,0,1,0,0
129924,8.13,5.15,3.32,577.40,7.21,0.06,512.01,0.00,0.00,0.19,0,0,1,0,0,1,0,0
130013,8.13,5.14,3.31,574.86,7.21,-2.40,514.53,0.00,0.00,0.18,0,0,1,0,0,1,0,0
130102,8.11,5.13,3.32,574.86,7.21,0.06,517.06,0.00,0.00,0.20,0,0,1,0,0,1,0,0
130191,8.11,5.14,3.31,574.86,4.67,0.06,509.48,0.00,0.00,0.19,0,0,1,0,0,1,0,0
130280,8.13,5.15,3.31,574.86,9.75,2.52,514.53,0.00,0.00,0.19,0,0,1,0,0,1,0,0
130369,8.13,5.15,3.32,574.86,9.75,2.52,517.06,0.00,0.00,0.20,0,0,1,0,0,1,0,0
130458,8.13,5.15,3.32,574.86,7.21,0.06,522.10,0.00,0.00,0.16,0,0,1,0,0,1,0,0
130546,8.11,5.14,3.31,574.86,7.21,0.06,519.58,0.00,0.00,0.15,0,0,1,0,0,1,0,0
130635,8.13,5.17,3.32,577.40,9.75,2.52,517.06,0.00,0.00,0.14,0,0,1,0,0,1,0,0
130724,8.11,5.14,3.31,574.86,7.21,0.06,519.58,0.00,0.00,0.15,0,0,1,0,0,1,0,0
130813,8.11,5.14,3.32,574.86,7.21,2.52,517.06,0.00,0.00,0.17,0,0,1,0,0,1,0,0
130902,8.11,5.14,3.32,574.86,7.21,0.06,509.48,0.00,0.00,0.14,0,0,1,0,0,1,0,0
130991,8.11,5.13,3.31,574.86,7.21,0.06,517.06,0.00,0.00,0.14,0,0,1,0,0,1,0,0
131080,8.15,5.14,3.30,572.32,9.75,0.06,522.10,0.00,0.00,0.14,0,0,1,0,0,1,0,0
131169,8.13,5.14,3.31,572.32,7.21,0.06,506.96,0.00,0.00,0.12,0,0,1,0,0,1,0,0
131258,8.13,5.14,3.30,572.32,7.21,2.52,522.10,0.00,0.00,0.12,0,0,1,0,0,1,0,0
131347,8.09,5.15,3.32,574.86,7.21,2.52,509.48,0.00,0.00,0.11,0,0,1,0,0,1,0,0
131436,8.15,5.15,3.31,574.86,7.21,0.06,517.06,0.00,0.00,0.10,0,0,1,0,0,1,0,0
131525,8.13,5.16,3.32,574.86,7.21,2.52,514.53,0.00,0.00,0.09,0,0,1,0,0,1,0,0
131614,8.11,5.13,3.31,574.86,7.21,0.06,512.01,0.00,0.00,0.10,0,0,1,0,0,1,0,0
131703,8.13,5.14,3.31,574.86,7.21,2.52,522.10,0.00,0.00,0.07,0,0,1,0,0,1,0,0
131792,8.13,5.16,3.32,577.40,9.75,2.52,519.58,0.00,0.00,0.07,0,0,1,0,0,1,0,0
131881,8.13,5.15,3.31,574.86,7.21,0.06,514.53,0.00,0.00,0.07,0,0,1,0,0,1,0,0
131970,8.11,5.14,3.31,572.32,7.21,2.52,517.06,0.00,0.00,0.05,0,0,1,0,0,1,0,0
