Time[ms],BATT[V],5V[V],RADIO[V],PT1[psi],PT2[psi],PT3[psi],PT4[psi],PT5[psi],PT6[psi],LC[lbf],C1,C2,FILL,VENT,MOV,ARM,PY1,PY2
172182,8.11,5.16,3.31,531.73,9.75,2.52,501.91,0.00,0.00,-8.93,0,0,1,0,0,1,0,0
172271,8.15,5.15,3.31,531.73,7.21,0.06,501.91,0.00,0.00,-9.02,0,0,1,0,0,1,0,0
172360,8.13,5.15,3.31,531.73,7.21,0.06,496.86,0.00,0.00,-9.07,0,0,1,0,0,1,0,0
172449,8.13,5.15,3.31,531.73,7.21,0.06,501.91,0.00,0.00,-9.13,0,0,1,0,0,1,0,0
172538,8.15,5.15,3.31,531.73,7.21,0.06,504.43,0.00,0.00,-9.18,0,0,1,0,0,1,0,0
172627,8.15,5.17,3.32,531.73,9.75,2.52,504.43,0.00,0.00,-9.19,0,0,1,0,0,1,0,0
172716,8.13,5.16,3.32,534.27,7.21,2.52,496.86,0.00,0.00,-9.26,0,0,1,0,0,1,0,0
172805,8.13,5.15,3.31,531.73,7.21,-2.40,499.38,0.00,0.00,-9.32,0,0,1,0,0,1,0,0
172894,8.13,5.17,3.32,531.73,9.75,2.52,499.38,0.00,0.00,-9.36,0,0,1,0,0,1,0,0
172983,8.11,5.16,3.31,531.73,7.21,2.52,499.38,0.00,0.00,-9.43,0,0,1,0,0,1,0,0
173072,8.15,5.15,3.31,531.73,9.75,0.06,494.33,0.00,0.00,-9.49,0,0,1,0,0,1,0,0
173161,8.11,5.15,3.31,531.73,9.75,0.06,501.91,0.00,0.00,-9.54,0,0,1,0,0,1,0,0
173250,8.16,5.16,3.31,531.73,7.21,2.52,499.38,0.00,0.00,-9.58,0,0,1,0,0,1,0,0
173339,8.15,5.17,3.32,531.73,9.75,2.52,499.38,0.00,0.00,-9.62,0,0,1,0,0,1,0,0
173428,8.15,5.17,3.32,531.73,9.75,2.52,501.91,0.00,0.00,-9.67,0,0,1,0,0,1,0,0
173517,8.16,5.15,3.31,531.73,7.21,0.06,494.33,0.00,0.00,-9.72,0,0,1,0,0,1,0,0
173606,8.13,5.17,3.32,531.73,9.75,2.52,504.43,0.00,0.00,-9.78,0,0,1,0,0,1,0,0
173695,8.11,5.15,3.31,531.73,7.21,2.52,501.91,0.00,0.00,-9.82,0,0,1,0,0,1,0,0
173784,8.15,5.15,3.31,531.73,7.21,2.52,499.38,0.00,0.00,-9.87,0,0,1,0,0,1,0,0
173873,8.13,5.17,3.31,531.73,7.21,2.52,499.38,0.00,0.00,-9.93,0,0,1,0,0,1,0,0
173961,8.15,5.15,3.31,531.73,9.75,2.52,509.48,0.00,0.00,-9.94,0,0,1,0,0,1,0,0
174050,8.15,5.16,3.31,531.73,9.75,0.06,496.86,0.00,0.00,-9.98,0,0,1,0,0,1,0,0
174139,8.13,5.17,3.31,531.73,9.75,2.52,501.91,0.00,0.00,-10.04,0,0,1,0,0,1,0,0
174228,8.13,5.15,3.31,529.20,7.21,0.06,496.86,0.00,0.00,-10.10,0,0,1,0,0,1,0,0
174317,8.13,5.17,3.32,531.73,9.75,0.06,499.38,0.00,0.00,-10.14,0,0,1,0,0,1,0,0
174406,8.16,5.16,3.31,531.73,7.21,0.06,494.33,0.00,0.00,-10.14,0,0,1,0,0,1,0,0
174495,8.15,5.15,3.31,529.20,7.21,2.52,499.38,0.00,0.00,-10.17,0,0,1,0,0,1,0,0
174584,8.16,5.17,3.32,531.73,9.75,2.52,514.53,0.00,0.00,-10.23,0,0,1,0,0,1,0,0
174673,8.11,5.15,3.31,529.20,7.21,0.06,496.86,0.00,0.00,-10.29,0,0,1,0,0,1,0,0
174762,8.13,5.17,3.32,531.73,9.75,0.06,501.91,0.00,0.00,-10.32,0,0,1,0,0,1,0,0
174851,8.16,5.16,3.30,529.20,7.21,0.06,501.91,0.00,0.00,-10.34,0,0,1,0,0,1,0,0
174940,8.13,5.15,3.31,529.20,7.21,0.06,496.86,0.00,0.00,-10.39,0,0,1,0,0,1,0,0
175029,8.13,5.17,3.32,531.73,7.21,0.06,499.38,0.00,0.00,-10.42,0,0,1,0,0,1,0,0
175118,8.15,5.17,3.32,529.20,7.21,2.52,501.91,0.00,0.00,-10.44,0,0,1,0,0,1,0,0
175207,8.13,5.15,3.30,526.66,12.29,0.06,506.96,0.00,0.00,-10.46,0,0,1,0,0,1,0,0
175296,8.15,5.16,3.31,531.73,7.21,0.06,501.91,0.00,0.00,-10.50,0,0,1,0,0,1,0,0
175385,8.16,5.15,3.30,529.20,9.75,0.06,499.38,0.00,0.00,-10.50,0,0,1,0,0,1,0,0
175474,8.13,5.16,3.32,531.73,9.75,2.52,512.01,0.00,0.00,-10.53,0,0,1,0,0,1,0,0
175563,8.13,5.16,3.31,531.73,9.75,2.52,512.01,0.00,0.00,-10.57,0,0,1,0,0,1,0,0
175652,8.13,5.15,3.31,529.20,7.21,2.52,501.91,0.00,0.00,-10.57,0,0,1,0,0,1,0,0
175741,8.13,5.17,3.32,531.73,7.21,2.52,501.91,0.00,0.00,-10.62,0,0,1,0,0,1,0,0
175830,8.15,5.15,3.31,526.66,7.21,0.06,496.86,0.00,0.00,-10.65,0,0,1,0,0,1,0,0
175919,8.15,5.15,3.31,529.20,9.75,2.52,504.43,0.00,0.00,-10.63,0,0,1,0,0,1,0,0
176008,8.13,5.15,3.32,529.20,7.21,0.06,496.86,0.00,0.00,-10.65,0,0,1,0,0,1,0,0
176097,8.13,5.16,3.31,529.20,7.21,0.06,494.33,0.00,0.00,-10.67,0,0,1,0,0,1,0,0
176186,8.15,5.15,3.30,531.73,7.21,2.52,506.96,0.00,0.00,-10.68,0,0,1,0,0,1,0,0
176275,8.16,5.15,3.31,529.20,7.21,0.06,494.33,0.00,0.00,-10.72,0,0,1,0,0,1,0,0
176364,8.16,5.16,3.30,531.73,7.21,0.06,509.48,0.00,0.00,-10.73,0,0,1,0,0,1,0,0
176452,8.15,5.16,3.32,529.20,4.67,0.06,504.43,0.00,0.00,-10.73,0,0,1,0,0,1,0,0
176541,8.15,5.17,3.31,529.20,7.21,-2.40,491.81,0.00,0.00,-10.75,0,0,1,0,0,1,0,0
176630,8.15,5.17,3.32,529.20,7.21,0.06,499.38,0.00,0.00,-10.77,0,0,1,0,0,1,0,0
176719,8.11,5.15,3.31,529.20,7.21,0.06,499.38,0.00,0.00,-10.79,0,0,1,0,0,1,0,0
176808,8.11,5.15,3.31,531.73,9.75,2.52,504.43,0.00,0.00,-10.78,0,0,1,0,0,1,0,0
176897,8.03,5.16,3.31,529.20,9.75,2.52,504.43,0.00,0.00,-10.78,0,0,1,0,0,1,0,0
176986,8.15,5.17,3.32,529.20,7.21,2.52,504.43,0.00,0.00,-10.80,0,0,1,0,0,1,0,0
177075,8.11,5.15,3.31,529.20,9.75,0.06,509.48,0.00,0.00,-10.79,0,0,1,0,0,1,0,0
177164,8.13,5.15,3.32,529.20,4.67,0.06,499.38,0.00,0.00,-10.80,0,0,1,0,0,1,0,0
177253,8.11,5.16,3.31,529.20,9.75,0.06,501.91,0.00,0.00,-10.83,0,0,1,0,0,1,0,0
177342,8.11,5.15,3.30,526.66,9.75,2.52,506.96,0.00,0.00,-10.83,0,0,1,0,0,1,0,0
177431,8.15,5.15,3.31,526.66,4.67,0.06,496.86,0.00,0.00,-10.87,0,0,1,0,0,1,0,0
177520,8.13,5.15,3.30,526.66,7.21,2.52,504.43,0.00,0.00,-10.85,0,0,1,0,0,1,0,0
177609,8.15,5.17,3.32,529.20,9.75,2.52,506.96,0.00,0.00,-10.85,0,0,1,0,0,1,0,0
177698,8.15,5.17,3.30,531.73,9.75,0.06,504.43,0.00,0.00,-10.85,0,0,1,0,0,1,0,0
177787,8.13,5.17,3.32,529.20,9.75,2.52,504.43,0.00,0.00,-10.85,0,0,1,0,0,1,0,0
177876,8.11,5.15,3.31,529.20,9.75,0.06,512.01,0.00,0.00,-10.85,0,0,1,0,0,1,0,0
177965,8.16,5.15,3.31,526.66,7.21,0.06,494.33,0.00,0.00,-10.85,0,0,1,0,0,1,0,0
178054,8.13,5.15,3.31,529.20,9.75,0.06,506.96,0.00,0.00,-10.84,0,0,1,0,0,1,0,0
178143,8.16,5.16,3.32,529.20,9.75,2.52,514.53,0.00,0.00,-10.87,0,0,1,0,0,1,0,0
178232,8.16,5.15,3.31,526.66,7.21,0.06,504.43,0.00,0.00,-10.86,0,0,1,0,0,1,0,0
178321,8.15,5.15,3.32,526.66,7.21,0.06,501.91,0.00,0.00,-10.86,0,0,1,0,0,1,0,0
178410,8.15,5.17,3.32,526.66,9.75,2.52,501.91,0.00,0.00,-10.89,0,0,1,0,0,1,0,0
178499,8.11,5.15,3.32,529.20,7.21,0.06,504.43,0.00,0.00,-10.88,0,0,1,0,0,1,0,0
178588,8.15,5.15,3.31,526.66,7.21,-2.40,499.38,0.00,0.00,-10.87,0,0,1,0,0,1,0,0
178677,8.11,5.15,3.30,529.20,7.21,2.52,514.53,0.00,0.00,-10.89,0,0,1,0,0,1,0,0
178766,8.16,5.16,3.31,529.20,9.75,0.06,501.91,0.00,0.00,-10.91,0,0,1,0,0,1,0,0
178854,8.13,5.15,3.30,529.20,9.75,2.52,506.96,0.00,0.00,-10.92,0,0,1,0,0,1,0,0
178943,8.13,5.16,3.31,529.20,7.21,2.52,512.01,0.00,0.00,-10.92,0,0,1,0,0,1,0,0
179032,8.15,5.17,3.31,529.20,7.21,2.52,504.43,0.00,0.00,-10.90,0,0,1,0,0,1,0,0
179121,8.11,5.17,3.32,529.20,7.21,0.06,509.48,0.00,0.00,-10.92,0,0,1,0,0,1,0,0
179210,8.13,5.17,3.32,529.20,12.29,2.52,506.96,0.00,0.00,-10.91,0,0,1,0,0,1,0,0
179299,8.15,5.15,3.31,529.20,7.21,0.06,504.43,0.00,0.00,-10.92,0,0,1,0,0,1,0,0
179388,8.15,5.17,3.32,526.66,9.75,0.06,506.96,0.00,0.00,-10.90,0,0,1,0,0,1,0,0
179477,8.15,5.17,3.31,529.20,9.75,0.06,504.43,0.00,0.00,-10.89,0,0,1,0,0,1,0,0
179566,8.13,5.17,3.32,526.66,9.75,2.52,506.96,0.00,0.00,-10.91,0,0,1,0,0,1,0,0
179655,8.11,5.15,3.32,526.66,9.75,0.06,499.38,0.00,0.00,-10.92,0,0,1,0,0,1,0,0
179744,8.16,5.15,3.31,526.66,7.21,0.06,499.38,0.00,0.00,-10.94,0,0,1,0,0,1,0,0
179833,8.13,5.15,3.30,529.20,7.21,0.06,506.96,0.00,0.00,-10.93,0,0,1,0,0,1,0,0
179922,8.15,5.16,3.31,529.20,9.75,2.52,506.96,0.00,0.00,-10.92,0,0,1,0,0,1,0,0
180011,8.09,5.15,3.30,524.12,7.21,0.06,512.01,0.00,0.00,-10.93,0,0,1,0,0,1,0,0
180121,8.15,5.15,3.31,529.20,7.21,2.52,512.01,0.00,0.00,-10.91,0,0,1,0,0,1,0,0
180214,8.15,5.16,3.31,529.20,9.75,2.52,512.01,0.00,0.00,-10.92,0,0,1,0,0,1,0,0
180278,8.11,5.16,3.31,529.20,7.21,2.52,501.91,0.00,0.00,-10.95,0,0,1,0,0,1,0,0
180390,8.11,5.15,3.31,529.20,7.21,2.52,509.48,0.00,0.00,-10.96,0,0,1,0,0,1,0,0
180480,8.13,5.15,3.31,529.20,7.21,2.52,509.48,0.00,0.00,-10.94,0,0,0,0,0,1,0,0
180545,8.09,5.05,3.32,529.20,9.75,2.52,509.48,0.00,0.00,-10.93,0,0,0,0,0,1,0,0
180657,8.13,5.04,3.31,529.20,9.75,2.52,512.01,0.00,0.00,-10.96,0,0,0,0,0,1,0,0
180747,8.11,5.06,3.32,529.20,9.75,2.52,512.01,0.00,0.00,-10.95,0,0,0,0,0,1,0,0
180811,8.15,5.05,3.32,529.20,7.21,-2.40,506.96,0.00,0.00,-10.90,0,0,0,0,0,1,0,0
180924,8.11,5.05,3.31,526.66,7.21,0.06,506.96,0.00,0.00,-10.88,0,0,0,0,0,1,0,0
181014,8.09,5.13,3.30,529.20,9.75,2.52,512.01,0.00,0.00,-10.87,0,0,0,0,0,1,0,0
181078,8.13,5.14,3.32,526.66,7.21,-2.40,504.43,0.00,0.00,-10.89,0,0,0,0,0,1,0,0
181191,8.13,5.11,3.30,526.66,4.67,0.06,496.86,0.00,0.00,-10.94,0,0,0,0,0,1,0,0
181281,8.11,5.06,3.32,529.20,9.75,0.06,504.43,0.00,0.00,-11.03,0,0,0,0,0,1,0,0
181345,8.15,5.08,3.30,534.27,9.75,2.52,501.91,0.00,0.00,-11.09,0,0,0,0,0,1,0,0
181457,8.13,5.07,3.32,529.20,9.75,2.52,501.91,0.00,0.00,-11.13,0,0,0,0,0,1,0,0
181613,8.11,5.07,3.32,526.66,7.21,0.06,494.33,0.00,0.00,-11.16,0,0,0,0,0,1,0,0
181622,8.11,5.08,3.32,531.73,9.75,2.52,499.38,0.00,0.00,-11.20,0,0,0,0,0,1,0,0
181723,8.11,5.07,3.31,529.20,9.75,2.52,499.38,0.00,0.00,-11.21,0,0,0,0,0,1,0,0
181813,8.13,5.08,3.32,529.20,9.75,2.52,504.43,0.00,0.00,-11.23,0,0,0,0,0,1,0,0
181879,8.09,5.06,3.31,529.20,7.21,0.06,499.38,0.00,0.00,-11.26,0,0,0,0,0,1,0,0
181989,8.08,5.06,3.32,529.20,7.21,0.06,506.96,0.00,0.00,-11.26,0,0,0,0,0,1,0,0
182080,8.15,5.05,3.31,531.73,9.75,2.52,501.91,0.00,0.00,-11.27,0,0,0,0,0,1,0,0
182145,8.11,5.06,3.30,531.73,7.21,0.06,494.33,0.00,0.00,-11.32,0,0,0,0,0,1,0,0
182256,8.11,5.08,3.32,529.20,7.21,0.06,501.91,0.00,0.00,-11.30,0,0,0,0,0,1,0,0
182323,8.08,5.06,3.30,531.73,7.21,2.52,496.86,0.00,0.00,-11.33,0,0,0,0,0,1,0,0
182436,8.15,5.05,3.31,529.20,9.75,2.52,501.91,0.00,0.00,-11.35,0,0,0,0,0,1,0,0
182501,8.13,5.05,3.30,526.66,7.21,2.52,499.38,0.00,0.00,-11.35,0,0,0,0,0,1,0,0
182590,8.11,5.07,3.32,531.73,9.75,0.06,501.91,0.00,0.00,-11.40,0,0,0,0,0,1,0,0
182679,8.15,5.07,3.31,529.20,7.21,0.06,496.86,0.00,0.00,-11.41,0,0,0,0,0,1,0,0
182768,8.15,5.07,3.31,529.20,7.21,2.52,501.91,0.00,0.00,-11.40,0,0,0,0,0,1,0,0
182857,8.13,5.12,3.32,531.73,9.75,2.52,501.91,0.00,0.00,-11.45,0,0,0,0,0,1,0,0
182946,8.13,5.06,3.32,529.20,7.21,2.52,501.91,0.00,0.00,-11.47,0,0,0,0,0,1,0,0
183034,8.13,5.06,3.32,529.20,9.75,2.52,504.43,0.00,0.00,-11.49,0,0,0,0,0,1,0,0
183145,8.09,5.05,3.31,531.73,7.21,0.06,491.81,0.00,0.00,-11.51,0,0,0,0,0,1,0,0
183212,8.11,5.06,3.31,531.73,7.21,0.06,504.43,0.00,0.00,-11.52,0,0,0,0,0,1,0,0
183301,8.09,5.06,3.31,526.66,12.29,0.06,501.91,0.00,0.00,-11.57,0,0,0,0,0,1,0,0
183390,8.13,5.08,3.32,531.73,9.75,0.06,509.48,0.00,0.00,-11.58,0,0,0,0,0,1,0,0
183479,8.16,5.06,3.30,531.73,4.67,0.06,491.81,0.00,0.00,-11.58,0,0,0,0,0,1,0,0
183568,8.15,5.06,3.31,529.20,7.21,0.06,499.38,0.00,0.00,-11.61,0,0,0,0,0,1,0,0
183657,8.13,5.07,3.31,531.73,12.29,2.52,504.43,0.00,0.00,-11.64,0,0,0,0,0,1,0,0
183746,8.13,5.13,3.32,531.73,9.75,2.52,501.91,0.00,0.00,-11.66,0,0,0,0,0,1,0,0
183835,8.08,5.06,3.32,531.73,7.21,0.06,504.43,0.00,0.00,-11.69,0,0,0,0,0,1,0,0
183924,8.13,5.06,3.31,531.73,9.75,2.52,504.43,0.00,0.00,-11.72,0,0,0,0,0,1,0,0
184012,8.13,5.07,3.32,529.20,9.75,0.06,494.33,0.00,0.00,-11.73,0,0,0,0,0,1,0,0
184125,8.09,5.07,3.32,531.73,7.21,2.52,504.43,0.00,0.00,-11.78,0,0,0,0,0,1,0,0
184190,8.15,5.07,3.31,531.73,9.75,2.52,501.91,0.00,0.00,-11.78,0,0,0,0,0,1,0,0
184279,8.15,5.05,3.32,531.73,9.75,4.99,501.91,0.00,0.00,-11.81,0,0,0,0,0,1,0,0
184368,8.11,5.08,3.32,531.73,9.75,0.06,506.96,0.00,0.00,-11.83,0,0,0,0,0,1,0,0
184457,8.08,5.06,3.30,531.73,7.21,0.06,499.38,0.00,0.00,-11.86,0,0,0,0,0,1,0,0
184546,8.11,5.10,3.32,531.73,7.21,2.52,499.38,0.00,0.00,-11.91,0,0,0,0,0,1,0,0
184635,8.13,5.06,3.30,529.20,4.67,0.06,489.28,0.00,0.00,-11.94,0,0,0,0,0,1,0,0
184724,8.13,5.06,3.32,531.73,9.75,2.52,499.38,0.00,0.00,-11.97,0,0,0,0,0,1,0,0
184813,8.13,5.05,3.30,534.27,9.75,2.52,506.96,0.00,0.00,-12.00,0,0,0,0,0,1,0,0
184902,8.13,5.07,3.32,531.73,7.21,2.52,501.91,0.00,0.00,-12.02,0,0,0,0,0,1,0,0
184991,8.15,5.06,3.31,531.73,7.21,0.06,496.86,0.00,0.00,-12.03,0,0,0,0,0,1,0,0
185079,8.15,5.05,3.31,531.73,7.21,0.06,489.28,0.00,0.00,-12.08,0,0,0,0,0,1,0,0
185168,8.13,5.07,3.32,531.73,9.75,2.52,499.38,0.00,0.00,-12.10,0,0,0,0,0,1,0,0
185257,8.13,5.07,3.32,531.73,9.75,2.52,499.38,0.00,0.00,-12.16,0,0,0,0,0,1,0,0
185346,8.09,5.06,3.32,531.73,7.21,0.06,494.33,0.00,0.00,-12.19,0,0,0,0,0,1,0,0
185435,8.08,5.06,3.32,529.20,9.75,2.52,504.43,0.00,0.00,-12.23,0,0,0,0,0,1,0,0
185524,8.11,5.09,3.32,534.27,9.75,2.52,499.38,0.00,0.00,-12.29,0,0,0,0,0,1,0,0
185613,8.09,5.06,3.30,529.20,9.75,2.52,499.38,0.00,0.00,-12.31,0,0,0,0,0,1,0,0
185702,8.13,5.09,3.31,531.73,9.75,2.52,496.86,0.00,0.00,-12.32,0,0,0,0,1,1,0,0
185791,8.08,5.05,3.31,529.20,7.21,2.52,494.33,0.00,0.00,-12.37,0,0,0,0,1,1,0,0
185880,8.09,5.06,3.32,531.73,9.75,0.06,499.38,0.00,0.00,-12.43,0,0,0,0,1,1,0,0
185969,8.11,5.04,3.31,531.73,19.91,12.38,496.86,0.00,0.00,-12.49,0,0,0,0,1,1,0,0
186058,8.09,5.05,3.31,534.27,141.84,130.64,494.33,0.00,0.00,-12.59,0,0,0,0,1,1,0,0
186146,8.13,5.04,3.31,531.73,202.81,189.77,494.33,0.00,0.00,-12.97,0,0,0,0,1,1,0,0
186257,8.09,5.05,3.32,531.73,233.29,219.34,486.76,0.00,0.00,-13.20,0,0,0,0,1,1,0,0
186324,8.13,5.04,3.31,534.27,240.91,226.73,491.81,0.00,0.00,-13.01,0,0,0,0,1,1,0,0
186413,8.11,5.06,3.32,531.73,238.37,224.27,489.28,0.00,0.00,-12.95,0,0,0,0,1,1,0,0
186502,8.13,5.06,3.32,531.73,240.91,224.27,484.24,0.00,0.00,-12.91,0,0,0,0,1,1,0,0
186591,8.09,5.04,3.32,531.73,238.37,224.27,479.19,0.00,0.00,-13.03,0,0,0,0,1,1,0,0
186680,8.13,5.06,3.32,531.73,238.37,224.27,481.71,0.00,0.00,-13.22,0,0,0,0,1,1,0,0
186769,8.08,5.05,3.30,534.27,238.37,224.27,471.61,0.00,0.00,-13.38,0,0,0,0,1,1,0,0
186858,8.11,5.05,3.31,531.73,238.37,226.73,479.19,0.00,0.00,-13.57,0,0,0,0,1,1,0,0
186947,8.11,5.04,3.30,534.27,235.83,221.80,471.61,0.00,0.00,-13.79,0,0,0,0,1,1,0,0
187036,8.11,5.06,3.32,534.27,240.91,224.27,479.19,0.00,0.00,-14.00,0,0,0,0,1,1,0,0
187124,8.11,5.07,3.31,531.73,235.83,224.27,476.66,0.00,0.00,-14.33,0,0,0,0,1,1,0,0
187213,8.13,5.04,3.31,534.27,235.83,221.80,476.66,0.00,0.00,-14.66,0,0,0,0,1,1,0,0
187302,8.11,5.06,3.31,534.27,235.83,221.80,476.66,0.00,0.00,-14.92,0,0,0,0,1,1,0,0
187391,8.11,5.07,3.32,534.27,235.83,221.80,471.61,0.00,0.00,-15.26,0,0,0,0,1,1,0,0
187480,8.13,5.04,3.32,531.73,233.29,216.88,461.51,0.00,0.00,-15.50,0,0,0,0,1,1,0,0
187569,8.11,5.07,3.32,534.27,233.29,219.34,464.04,0.00,0.00,-15.60,0,0,0,0,1,1,0,0
187658,8.08,5.05,3.31,529.20,233.29,219.34,461.51,0.00,0.00,-15.66,0,0,0,0,1,1,0,0
187747,8.09,5.06,3.32,534.27,230.75,216.88,458.99,0.00,0.00,-15.64,0,0,0,0,1,1,0,0
187836,8.11,5.07,3.31,534.27,230.75,216.88,458.99,0.00,0.00,-15.56,0,0,0,0,1,1,0,0
187925,8.11,5.03,3.30,534.27,233.29,216.88,464.04,0.00,0.00,-15.55,0,0,0,0,1,1,0,0
188014,8.15,5.07,3.31,531.73,230.75,214.41,451.41,0.00,0.00,-15.51,0,0,0,0,1,1,0,0
188102,8.11,5.03,3.30,536.81,233.29,216.88,464.04,0.00,0.00,-15.48,0,0,0,0,1,1,0,0
188191,8.11,5.07,3.32,531.73,225.67,211.95,446.37,0.00,0.00,-15.47,0,0,0,0,1,1,0,0
188280,8.09,5.06,3.30,531.73,228.21,214.41,448.89,0.00,0.00,-15.45,0,0,0,0,1,1,0,0
188369,8.08,5.03,3.31,534.27,228.21,214.41,451.41,0.00,0.00,-15.43,0,0,0,0,1,1,0,0
188458,8.13,5.07,3.32,534.27,223.13,209.48,443.84,0.00,0.00,-15.43,0,0,0,0,1,1,0,0
188547,8.11,5.05,3.32,531.73,225.67,209.48,446.37,0.00,0.00,-15.44,0,0,0,0,1,1,0,0
